bill_n,date,time,item,amount,unit_price,total,payment_type(cash/card),buyer_id,shop_id,purchase_cost,date_of_purchase
100004070,2018-01-16,16:22:48,"Belt type 2, Reebok",1,440.99000000000007,440.99000000000007,cash,512.0,shop_7,209,2018-01-21
100004070,2018-01-16,16:22:48,"Slippers type 2, Nike",1,770.2400000000001,770.2400000000001,cash,512.0,shop_7,332,2018-01-21
100004071,2017-02-11,20:38:03,"Hat type 2, Puma",1,380.16,380.16,cash,,shop_4,220,2017-02-13
100004071,2017-02-11,20:38:03,"Hat type 4, Reebok",1,190.402,190.402,cash,,shop_4,124,2017-02-13
100004072,2018-04-19,18:08:39,"Trousers type 2, Reebok",1,335.49000000000007,335.49000000000007,cash,,shop_9,159,2018-04-24
100004072,2018-04-19,18:08:39,"T-shirt type 5, Nike",1,568.4000000000001,568.4000000000001,cash,,shop_9,245,2018-04-24
100004072,2018-04-19,18:08:39,"Trousers type 1, Nike",1,2229.53528,2229.53528,cash,,shop_9,937,2018-04-24
100004072,2018-04-19,18:08:39,"Sneakers type 3, Puma",1,3159.7200000000003,3159.7200000000003,cash,,shop_9,1965,2018-04-24
100004072,2018-04-19,18:08:39,"Sneakers type 2, Puma",1,1579.056,1579.056,cash,,shop_9,982,2018-04-24
100004072,2018-04-19,18:08:39,"T-shirt type 3, Puma",1,616.176,616.176,cash,,shop_9,389,2018-04-24
100004072,2018-04-19,18:08:39,"Slippers type 2, Reebok",1,398.395,398.395,cash,,shop_9,218,2018-04-24
100004073,2016-06-26,15:04:43,"Belt type 2, Puma",1,234.768,234.768,cash,,shop_9,146,2016-07-01
100004074,2017-01-04,13:30:17,"Cufflinks type 3, Adidas",1,396.44,396.44,card,,shop_9,187,2017-01-04
100004075,2016-08-08,14:53:30,"Socks type 7, Adidas",1,797.0400000000001,797.0400000000001,cash,,shop_6,369,2016-08-10
100004075,2016-08-08,14:53:30,"Trousers type 6, Reebok",1,1323.96,1323.96,cash,,shop_6,649,2016-08-10
100004075,2016-08-08,14:53:30,"Shirt type 3, Reebok",1,501.10200000000003,501.10200000000003,cash,,shop_6,246,2016-08-10
100004076,2018-07-01,12:01:40,"Trousers type 2, Reebok",2,308.65080000000006,617.3016000000001,cash,159.0,shop_2,318,2018-07-01
100004076,2018-07-01,12:01:40,"Hat type 6, Reebok",2,203.29999999999998,406.59999999999997,cash,159.0,shop_2,214,2018-07-01
100004077,2017-05-22,12:51:31,"Sneakers type 2, Puma",1,1279.03536,1279.03536,card,,shop_7,982,2017-05-25
100004077,2017-05-22,12:51:31,"Top type 4, Puma",1,225.36192,225.36192,card,,shop_7,131,2017-05-25
100004077,2017-05-22,12:51:31,"Shirt type 7, Nike",1,1646.56,1646.56,card,,shop_7,820,2017-05-25
100004077,2017-05-22,12:51:31,"Hat type 4, Nike",1,573.6719999999999,573.6719999999999,card,,shop_7,246,2017-05-25
100004077,2017-05-22,12:51:31,"Shirt type 7, Nike",1,1531.3007999999998,1531.3007999999998,card,,shop_7,820,2017-05-25
100004080,2016-10-22,18:30:46,"Cufflinks type 6, Nike",1,615.048,615.048,cash,,shop_1,294,2016-10-27
100004082,2017-04-23,19:10:00,"Hat type 1, Nike",1,408.41856000000007,408.41856000000007,cash,,shop_9,198,2017-04-23
100004082,2017-04-23,19:10:00,"Trousers type 5, Reebok",1,1765.178,1765.178,cash,,shop_9,1076,2017-04-23
100004083,2018-01-09,09:12:24,"Sneakers type 6, Adidas",1,2545.92,2545.92,cash,,shop_1,1224,2018-01-09
100004084,2017-07-31,09:32:39,"Trousers type 1, Adidas",1,1564.92,1564.92,cash,609.0,shop_4,828,2017-08-05
100004086,2017-09-11,09:17:40,"Boots type 6, Nike",1,5533.412,5533.412,cash,621.0,shop_9,2279,2017-09-11
100004086,2017-09-11,09:17:40,"Top type 4, Nike",1,341.938,341.938,cash,621.0,shop_9,178,2017-09-11
100004089,2016-01-14,20:05:14,"Trousers type 3, Nike",1,1536.528,1536.528,cash,,shop_1,714,2016-01-14
100004089,2016-01-14,20:05:14,"Belt type 3, Adidas",1,365.40000000000003,365.40000000000003,cash,,shop_1,203,2016-01-14
100004089,2016-01-14,20:05:14,"Hat type 2, Adidas",1,264.85999999999996,264.85999999999996,cash,,shop_1,136,2016-01-14
100004090,2018-08-19,09:30:23,"Belt type 3, Puma",1,593.7120000000001,593.7120000000001,card,,shop_7,342,2018-08-20
100004090,2018-08-19,09:30:23,"T-shirt type 2, Reebok",1,385.2,385.2,card,,shop_7,214,2018-08-20
100004090,2018-08-19,09:30:23,"Sneakers type 6, Puma",1,2577.472,2577.472,card,,shop_7,1564,2018-08-20
100004090,2018-08-19,09:30:23,"Trousers type 4, Reebok",1,2210.8799999999997,2210.8799999999997,card,,shop_7,1176,2018-08-20
100004091,2018-07-17,19:42:13,"Socks type 2, Reebok",1,415.8,415.8,cash,,shop_2,210,2018-07-19
100004091,2018-07-17,19:42:13,"Shirt type 8, Puma",1,475.2,475.2,cash,,shop_2,264,2018-07-19
100004092,2016-08-29,17:17:22,"Shirt type 9, Reebok",1,546.0,546.0,cash,,shop_3,273,2016-09-01
100004094,2016-08-23,15:10:30,"Cap type 2, Adidas",1,630.72,630.72,cash,611.0,shop_2,292,2016-08-28
100004094,2016-08-23,15:10:30,"Shirt type 5, Adidas",1,1433.36,1433.36,cash,611.0,shop_2,779,2016-08-28
100004094,2016-08-23,15:10:30,"Belt type 1, Reebok",1,613.88,613.88,cash,611.0,shop_2,298,2016-08-28
100004094,2016-08-23,15:10:30,"Trousers type 3, Adidas",1,2170.94,2170.94,cash,611.0,shop_2,1102,2016-08-28
100004095,2018-05-29,18:37:17,"Shirt type 10, Nike",2,397.46,794.92,cash,,shop_8,334,2018-05-29
100004096,2017-05-30,16:28:01,"Belt type 4, Adidas",1,322.54200000000003,322.54200000000003,cash,,shop_2,181,2017-05-31
100004097,2018-09-28,10:13:24,"Boots type 5, Reebok",1,5276.699100000001,5276.699100000001,card,404.0,shop_7,2741,2018-09-28
100004099,2016-03-14,12:52:56,"Shirt type 3, Reebok",1,433.944,433.944,cash,218.0,shop_6,246,2016-03-19
100004099,2016-03-14,12:52:56,"Shirt type 8, Adidas",2,649.65,1299.3,cash,218.0,shop_6,710,2016-03-19
100004100,2016-05-02,14:43:49,"Cufflinks type 6, Reebok",2,413.27000000000004,826.5400000000001,card,,shop_7,442,2016-05-06
100004101,2017-12-08,15:10:58,"Trousers type 6, Reebok",1,1218.0432,1218.0432,card,,shop_4,649,2017-12-11
100004101,2017-12-08,15:10:58,"Trousers type 3, Puma",1,412.8,412.8,card,,shop_4,258,2017-12-11
100004102,2017-06-14,13:30:33,"Boots type 1, Nike",1,6055.728,6055.728,cash,645.0,shop_6,2814,2017-06-16
100004104,2017-07-18,18:19:23,"Sneakers type 1, Reebok",1,2316.6000000000004,2316.6000000000004,cash,,shop_9,1053,2017-07-18
100004104,2017-07-18,18:19:23,"Shirt type 4, Nike",1,2053.344,2053.344,cash,,shop_9,876,2017-07-18
100004104,2017-07-18,18:19:23,"Socks type 7, Nike",1,306.44543999999996,306.44543999999996,cash,,shop_9,151,2017-07-18
100004107,2016-06-05,16:06:43,"Shirt type 11, Puma",2,734.72,1469.44,cash,,shop_1,820,2016-06-07
100004109,2016-01-27,10:48:32,"Socks type 7, Adidas",1,709.3656000000001,709.3656000000001,cash,,shop_9,369,2016-01-28
100004111,2017-12-22,13:49:29,"Trousers type 1, Nike",1,2275.036,2275.036,card,,shop_6,937,2017-12-22
100004111,2017-12-22,13:49:29,"Cufflinks type 6, Reebok",1,413.27000000000004,413.27000000000004,card,,shop_6,221,2017-12-22
100004113,2017-05-26,12:26:47,"Ball type 2, Nike",1,83.61999999999999,83.61999999999999,cash,589.0,shop_5,37,2017-05-27
100004114,2018-05-11,13:31:14,"Boots type 5, Adidas",1,2774.4813,2774.4813,cash,,shop_8,1563,2018-05-14
100004114,2018-05-11,13:31:14,"Sneakers type 5, Adidas",2,1296.6480000000001,2593.2960000000003,cash,,shop_8,1566,2018-05-14
100004114,2018-05-11,13:31:14,"Cufflinks type 6, Adidas",1,306.89099999999996,306.89099999999996,cash,,shop_8,183,2018-05-14
100004115,2016-05-21,15:52:36,"Belt type 3, Adidas",1,365.40000000000003,365.40000000000003,card,848.0,shop_1,203,2016-05-24
100004116,2016-03-06,20:55:45,"Shoes type 3, Adidas",1,3408.96,3408.96,card,,shop_9,1608,2016-03-06
100004116,2016-03-06,20:55:45,"Socks type 1, Adidas",1,787.5,787.5,card,,shop_9,375,2016-03-06
100004119,2018-08-30,11:38:03,"Trousers type 10, Reebok",2,343.44,686.88,cash,,shop_8,324,2018-08-31
100004119,2018-08-30,11:38:03,"Belt type 4, Nike",1,629.392,629.392,cash,,shop_8,283,2018-08-31
100004120,2017-03-19,18:50:05,"T-shirt type 4, Puma",1,297.344,297.344,card,,shop_7,184,2017-03-19
100004121,2017-03-09,09:05:32,"T-shirt type 3, Puma",1,616.176,616.176,card,535.0,shop_1,389,2017-03-09
100004123,2016-08-12,20:36:11,"Boots type 4, Puma",1,5809.6,5809.6,cash,,shop_9,3631,2016-08-15
100004123,2016-08-12,20:36:11,"Sneakers type 6, Puma",1,2061.9776,2061.9776,cash,,shop_9,1564,2016-08-15
100004123,2016-08-12,20:36:11,"Shirt type 8, Nike",1,1172.888,1172.888,cash,,shop_9,542,2016-08-15
100004125,2018-05-19,15:10:59,"T-shirt type 1, Puma",2,233.69600000000003,467.39200000000005,card,679.0,shop_2,268,2018-05-19
100004125,2018-05-19,15:10:59,"Sneakers type 1, Reebok",1,1853.2800000000004,1853.2800000000004,card,679.0,shop_2,1053,2018-05-19
100004125,2018-05-19,15:10:59,"Boots type 5, Puma",2,2046.2832,4092.5664,card,679.0,shop_2,2572,2018-05-19
100004126,2017-11-29,20:37:30,"Trousers type 8, Adidas",1,1808.001,1808.001,cash,,shop_9,1053,2017-12-02
100004127,2017-07-27,14:30:03,"T-shirt type 6, Adidas",1,331.15000000000003,331.15000000000003,cash,,shop_1,179,2017-07-27
100004127,2017-07-27,14:30:03,"Sneakers type 3, Puma",1,3159.7200000000003,3159.7200000000003,cash,,shop_1,1965,2017-07-27
100004128,2018-01-06,16:18:23,"Ball type 1, Reebok",2,93.73999999999998,187.47999999999996,cash,652.0,shop_7,86,2018-01-06
100004129,2018-08-15,11:41:49,"Cufflinks type 7, Reebok",2,487.008,974.016,cash,423.0,shop_8,534,2018-08-15
100004129,2018-08-15,11:41:49,"Trousers type 6, Reebok",1,1323.96,1323.96,cash,423.0,shop_8,649,2018-08-15
100004129,2018-08-15,11:41:49,"Cap type 3, Reebok",2,315.57,631.14,cash,423.0,shop_8,314,2018-08-15
100004129,2018-08-15,11:41:49,"Shirt type 10, Nike",1,341.81559999999996,341.81559999999996,cash,423.0,shop_8,167,2018-08-15
100004130,2018-07-24,19:12:41,"Cufflinks type 1, Adidas",1,526.6199999999999,526.6199999999999,card,,shop_3,262,2018-07-29
100004131,2017-05-13,09:43:28,"Cufflinks type 5, Adidas",1,549.6623999999999,549.6623999999999,cash,,shop_1,342,2017-05-15
100004131,2017-05-13,09:43:28,"Shirt type 6, Reebok",1,699.6,699.6,cash,,shop_1,330,2017-05-15
100004132,2017-04-30,11:28:11,"Belt type 1, Nike",1,274.91200000000003,274.91200000000003,cash,,shop_2,121,2017-05-04
100004132,2017-04-30,11:28:11,"Shirt type 12, Nike",2,974.028,1948.056,cash,,shop_2,942,2017-05-04
100004133,2016-04-27,18:37:52,"Shirt type 7, Reebok",1,1310.26,1310.26,card,,shop_7,686,2016-04-27
100004133,2016-04-27,18:37:52,"Shirt type 7, Reebok",1,1179.234,1179.234,card,,shop_7,686,2016-04-27
100004133,2016-04-27,18:37:52,"Trousers type 10, Reebok",1,343.44,343.44,card,,shop_7,162,2016-04-27
100004133,2016-04-27,18:37:52,"Top type 4, Puma",2,234.752,469.504,card,,shop_7,262,2016-04-27
100004134,2018-05-19,19:54:44,"Hat type 7, Reebok",1,374.4,374.4,cash,,shop_4,195,2018-05-19
100004135,2016-04-15,09:32:23,"Cufflinks type 6, Nike",2,615.048,1230.096,cash,808.0,shop_9,588,2016-04-18
100004135,2016-04-15,09:32:23,"T-shirt type 2, Puma",1,313.6,313.6,cash,808.0,shop_9,200,2016-04-18
100004135,2016-04-15,09:32:23,"Sneakers type 1, Puma",2,2891.328,5782.656,cash,808.0,shop_9,3256,2016-04-18
100004136,2016-10-09,13:17:27,"Cap type 1, Reebok",1,529.2,529.2,cash,,shop_6,245,2016-10-13
100004136,2016-10-09,13:17:27,"Sneakers type 3, Reebok",2,2059.78,4119.56,cash,,shop_6,2276,2016-10-13
100004136,2016-10-09,13:17:27,"Boots type 1, Nike",1,6055.728,6055.728,cash,,shop_6,2814,2016-10-13
100004138,2016-09-03,11:34:45,"Trousers type 11, Puma",1,544.8240000000001,544.8240000000001,card,480.0,shop_1,329,2016-09-08
100004138,2016-09-03,11:34:45,"Trousers type 2, Nike",1,1406.532,1406.532,card,480.0,shop_1,597,2016-09-08
100004140,2017-04-24,19:39:48,"Cufflinks type 5, Puma",1,250.88,250.88,cash,,shop_3,140,2017-04-24
100004141,2016-11-04,19:18:21,"Socks type 6, Reebok",1,677.7679999999999,677.7679999999999,card,,shop_5,380,2016-11-09
100004141,2016-11-04,19:18:21,"Trousers type 9, Nike",1,815.6480000000001,815.6480000000001,card,,shop_5,359,2016-11-09
100004141,2016-11-04,19:18:21,"Socks type 3, Adidas",2,382.8252,765.6504,card,,shop_5,502,2016-11-09
100004141,2016-11-04,19:18:21,"T-shirt type 4, Nike",2,594.336,1188.672,card,,shop_5,492,2016-11-09
100004141,2016-11-04,19:18:21,"Trousers type 10, Nike",1,1042.7544,1042.7544,card,,shop_5,577,2016-11-09
100004141,2016-11-04,19:18:21,"Top type 3, Adidas",2,158.25000000000003,316.50000000000006,card,,shop_5,150,2016-11-09
100004141,2016-11-04,19:18:21,"T-shirt type 2, Nike",1,431.136,431.136,card,,shop_5,216,2016-11-09
100004142,2016-07-11,14:57:02,"Boots type 6, Adidas",1,4947.0792,4947.0792,cash,,shop_6,2714,2016-07-15
100004142,2016-07-11,14:57:02,"Trousers type 4, Reebok",1,2210.8799999999997,2210.8799999999997,cash,,shop_6,1176,2016-07-15
100004145,2016-05-04,10:24:57,"Trousers type 10, Nike",1,1158.616,1158.616,cash,428.0,shop_8,577,2016-05-04
100004147,2016-03-31,11:02:34,"T-shirt type 3, Reebok",1,440.7,440.7,cash,,shop_6,226,2016-04-05
100004147,2016-03-31,11:02:34,"Belt type 1, Nike",1,274.91200000000003,274.91200000000003,cash,,shop_6,121,2016-04-05
100004148,2017-11-03,10:07:50,"Shirt type 6, Nike",1,1319.9003999999998,1319.9003999999998,cash,,shop_9,702,2017-11-08
100004148,2017-11-03,10:07:50,"Sneakers type 2, Nike",1,4556.4800000000005,4556.4800000000005,cash,,shop_9,1964,2017-11-08
100004148,2017-11-03,10:07:50,"Slippers type 2, Puma",1,286.704,286.704,cash,,shop_9,181,2017-11-08
100004148,2017-11-03,10:07:50,"Slippers type 1, Adidas",1,364.5134999999999,364.5134999999999,cash,,shop_9,195,2017-11-08
100004149,2016-09-16,09:36:01,"Cufflinks type 7, Puma",1,196.0,196.0,card,928.0,shop_4,125,2016-09-16
100004149,2016-09-16,09:36:01,"Shirt type 4, Reebok",1,1673.8999999999999,1673.8999999999999,card,928.0,shop_4,881,2016-09-16
100004149,2016-09-16,09:36:01,"Cufflinks type 6, Nike",1,516.64032,516.64032,card,928.0,shop_4,294,2016-09-16
100004149,2016-09-16,09:36:01,"Sneakers type 3, Reebok",1,1812.6064000000001,1812.6064000000001,card,928.0,shop_4,1138,2016-09-16
100004149,2016-09-16,09:36:01,"Sneakers type 2, Puma",1,1579.056,1579.056,card,928.0,shop_4,982,2016-09-16
100004149,2016-09-16,09:36:01,"Trousers type 9, Reebok",1,577.752,577.752,card,928.0,shop_4,336,2016-09-16
100004151,2016-05-21,16:27:25,"Boots type 6, Nike",2,4814.06844,9628.13688,card,,shop_4,4558,2016-05-22
100004152,2018-03-27,20:14:25,"Shirt type 7, Nike",2,1448.9728,2897.9456,cash,,shop_4,1640,2018-03-31
100004153,2017-07-27,14:28:57,"Trousers type 5, Nike",1,2028.2880000000002,2028.2880000000002,card,1141.0,shop_2,912,2017-07-31
100004154,2017-04-29,20:38:49,"Cufflinks type 5, Reebok",1,228.636,228.636,cash,,shop_1,146,2017-05-01
100004154,2017-04-29,20:38:49,"Sneakers type 6, Reebok",2,1966.9599999999998,3933.9199999999996,cash,,shop_1,2138,2017-05-01
100004154,2017-04-29,20:38:49,"Shoes type 4, Puma",2,2980.94048,5961.88096,cash,,shop_1,3604,2017-05-01
100004156,2018-09-08,14:01:27,"Trousers type 5, Puma",2,2105.0080000000003,4210.0160000000005,cash,,shop_2,2414,2018-09-12
100004156,2018-09-08,14:01:27,"Shoes type 2, Adidas",1,2758.0782000000004,2758.0782000000004,cash,,shop_2,1761,2018-09-12
100004157,2016-06-03,10:19:09,"Shoes type 3, Adidas",1,3408.96,3408.96,card,1179.0,shop_1,1608,2016-06-07
100004158,2017-11-30,12:23:37,"T-shirt type 5, Puma",1,240.53672,240.53672,card,,shop_2,139,2017-11-30
100004158,2017-11-30,12:23:37,"Shirt type 9, Adidas",1,1818.46,1818.46,card,,shop_2,838,2017-11-30
100004158,2017-11-30,12:23:37,"Cap type 3, Puma",1,479.86400000000003,479.86400000000003,card,,shop_2,287,2017-11-30
100004159,2016-01-19,11:51:08,"Shirt type 1, Nike",1,1700.784,1700.784,cash,,shop_7,837,2016-01-19
100004159,2016-01-19,11:51:08,"T-shirt type 1, Nike",2,452.2,904.4,cash,,shop_7,380,2016-01-19
100004160,2017-02-06,20:47:16,"T-shirt type 5, Nike",2,568.4000000000001,1136.8000000000002,card,,shop_9,490,2017-02-06
100004160,2017-02-06,20:47:16,"Top type 4, Reebok",1,233.57599999999996,233.57599999999996,card,,shop_9,140,2017-02-06
100004161,2018-01-08,20:57:19,"Boots type 3, Nike",1,7087.679999999999,7087.679999999999,cash,424.0,shop_1,3312,2018-01-08
100004162,2017-10-12,10:09:21,"Socks type 1, Nike",1,515.088,515.088,cash,,shop_4,252,2017-10-15
100004164,2016-12-08,11:49:02,"Shirt type 8, Reebok",1,1187.9300000000003,1187.9300000000003,card,,shop_8,563,2016-12-11
100004165,2016-02-03,15:08:54,"T-shirt type 4, Nike",1,594.336,594.336,cash,,shop_1,246,2016-02-03
100004165,2016-02-03,15:08:54,"Cufflinks type 6, Nike",1,615.048,615.048,cash,,shop_1,294,2016-02-03
100004165,2016-02-03,15:08:54,"Boots type 4, Adidas",1,7128.99,7128.99,cash,,shop_1,3411,2016-02-03
100004165,2016-02-03,15:08:54,"Hat type 8, Adidas",2,300.656,601.312,cash,,shop_1,304,2016-02-03
100004166,2016-03-02,10:58:49,"Trousers type 12, Puma",1,296.192,296.192,cash,,shop_2,178,2016-03-05
100004167,2017-04-26,20:34:09,"Trousers type 2, Puma",1,1043.1200000000001,1043.1200000000001,cash,,shop_1,590,2017-04-28
100004167,2017-04-26,20:34:09,"Belt type 3, Nike",2,469.26400000000007,938.5280000000001,cash,,shop_1,422,2017-04-28
100004167,2017-04-26,20:34:09,"Trousers type 7, Adidas",1,1984.3200000000002,1984.3200000000002,cash,,shop_1,954,2017-04-28
100004168,2017-11-05,09:32:59,"Socks type 1, Adidas",1,787.5,787.5,card,506.0,shop_7,375,2017-11-06
100004169,2017-12-17,13:00:24,"Slippers type 3, Nike",2,313.53600000000006,627.0720000000001,card,,shop_3,276,2017-12-21
100004170,2017-01-15,13:31:55,"Socks type 2, Adidas",1,107.52,107.52,cash,,shop_4,56,2017-01-18
100004171,2016-08-03,14:47:21,"Socks type 3, Adidas",1,396.83099999999996,396.83099999999996,cash,,shop_2,251,2016-08-03
100004171,2016-08-03,14:47:21,"Socks type 2, Adidas",1,86.016,86.016,cash,,shop_2,56,2016-08-03
100004172,2016-02-16,19:03:12,"Trousers type 6, Nike",1,2298.1679999999997,2298.1679999999997,card,,shop_1,1062,2016-02-16
100004174,2017-11-13,15:30:50,"Trousers type 9, Puma",1,858.2800000000001,858.2800000000001,cash,,shop_6,499,2017-11-16
100004174,2017-11-13,15:30:50,"Trousers type 8, Puma",1,759.6320000000001,759.6320000000001,cash,,shop_6,482,2017-11-16
100004174,2017-11-13,15:30:50,"Shirt type 12, Adidas",1,820.8000000000001,820.8000000000001,cash,,shop_6,456,2017-11-16
100004174,2017-11-13,15:30:50,"Belt type 1, Nike",1,274.91200000000003,274.91200000000003,cash,,shop_6,121,2017-11-16
100004174,2017-11-13,15:30:50,"Shirt type 5, Puma",1,1044.96,1044.96,cash,,shop_6,622,2017-11-16
100004175,2018-08-29,16:30:00,"Sneakers type 5, Puma",1,1119.1760000000002,1119.1760000000002,cash,110.0,shop_9,703,2018-08-30
100004175,2018-08-29,16:30:00,"Boots type 3, Adidas",1,6357.88,6357.88,cash,110.0,shop_9,2999,2018-08-30
100004176,2017-05-14,12:45:04,"Shirt type 2, Puma",1,853.6320000000001,853.6320000000001,cash,987.0,shop_7,494,2017-05-18
100004176,2017-05-14,12:45:04,"Shirt type 9, Puma",1,616.2160000000001,616.2160000000001,cash,987.0,shop_7,425,2017-05-18
100004176,2017-05-14,12:45:04,"Cufflinks type 4, Adidas",1,1069.81,1069.81,cash,987.0,shop_7,493,2017-05-18
100004178,2018-04-17,12:23:30,"Hat type 1, Nike",1,422.3419200000001,422.3419200000001,cash,605.0,shop_7,198,2018-04-17
100004178,2018-04-17,12:23:30,"Top type 4, Nike",1,333.89239999999995,333.89239999999995,cash,605.0,shop_7,178,2018-04-17
100004178,2018-04-17,12:23:30,"Boots type 3, Adidas",1,5976.4072,5976.4072,cash,605.0,shop_7,2999,2018-04-17
100004178,2018-04-17,12:23:30,"Socks type 1, Reebok",1,343.98,343.98,cash,605.0,shop_7,182,2018-04-17
100004179,2016-02-16,14:08:20,"Belt type 2, Puma",1,234.768,234.768,cash,,shop_2,146,2016-02-21
100004179,2016-02-16,14:08:20,"Belt type 2, Puma",1,192.50976000000003,192.50976000000003,cash,,shop_2,146,2016-02-21
100004181,2016-08-21,15:11:06,"Hat type 5, Puma",1,205.99040000000002,205.99040000000002,cash,,shop_2,140,2016-08-24
100004182,2016-11-22,19:15:17,"Slippers type 2, Nike",1,770.2400000000001,770.2400000000001,card,,shop_6,332,2016-11-22
100004184,2018-09-26,19:00:08,"Trousers type 4, Reebok",1,2210.8799999999997,2210.8799999999997,cash,989.0,shop_2,1176,2018-10-01
100004184,2018-09-26,19:00:08,"Hat type 6, Puma",2,391.56,783.12,cash,989.0,shop_2,502,2018-10-01
100004184,2018-09-26,19:00:08,"Shirt type 6, Puma",1,491.0664000000001,491.0664000000001,cash,989.0,shop_2,330,2018-10-01
100004185,2018-07-24,15:46:28,"Trousers type 11, Nike",1,893.316,893.316,card,,shop_9,453,2018-07-24
100004185,2018-07-24,15:46:28,"Trousers type 12, Adidas",1,974.4599999999999,974.4599999999999,card,,shop_9,447,2018-07-24
100004186,2017-02-01,11:54:23,"Cufflinks type 3, Reebok",2,719.4399999999999,1438.8799999999999,cash,,shop_2,782,2017-02-02
100004187,2016-08-21,09:36:50,"Slippers type 1, Adidas",1,391.94999999999993,391.94999999999993,cash,,shop_3,195,2016-08-26
100004188,2017-09-26,13:14:25,"Shoes type 3, Puma",1,5261.256,5261.256,cash,,shop_2,3003,2017-09-26
100004188,2017-09-26,13:14:25,"Trousers type 9, Adidas",1,428.45,428.45,cash,,shop_2,205,2017-09-26
100004189,2017-11-14,20:47:45,"Cufflinks type 3, Puma",2,545.1264,1090.2528,cash,,shop_2,780,2017-11-17
100004190,2016-10-10,10:45:34,"Shirt type 12, Adidas",1,820.8000000000001,820.8000000000001,card,,shop_4,456,2016-10-15
100004192,2017-10-16,18:56:17,"Slippers type 2, Adidas",1,698.92,698.92,cash,,shop_5,346,2017-10-20
100004194,2017-11-18,17:31:22,"Hat type 6, Nike",1,510.02400000000006,510.02400000000006,cash,,shop_4,237,2017-11-20
100004195,2017-05-19,13:35:27,"Top type 4, Reebok",1,271.59999999999997,271.59999999999997,cash,,shop_3,140,2017-05-21
100004195,2017-05-19,13:35:27,"Shirt type 10, Reebok",1,1125.72,1125.72,cash,,shop_3,531,2017-05-21
100004195,2017-05-19,13:35:27,"Shirt type 5, Nike",1,911.744,911.744,cash,,shop_3,419,2017-05-21
100004195,2017-05-19,13:35:27,"Shirt type 1, Reebok",1,1357.9199999999998,1357.9199999999998,cash,,shop_3,738,2017-05-21
100004196,2017-07-04,10:24:41,"T-shirt type 3, Adidas",1,542.2536,542.2536,card,,shop_8,318,2017-07-06
100004199,2017-06-18,17:44:27,"Top type 1, Adidas",1,797.16,797.16,card,557.0,shop_1,364,2017-06-18
100004203,2017-05-13,15:35:28,"Shirt type 8, Adidas",1,649.65,649.65,cash,,shop_4,355,2017-05-13
100004204,2016-09-19,13:30:22,"Hat type 4, Reebok",1,229.4,229.4,cash,,shop_5,124,2016-09-19
100004205,2017-08-05,17:35:26,"Trousers type 5, Puma",1,2105.0080000000003,2105.0080000000003,card,,shop_1,1207,2017-08-05
100004205,2017-08-05,17:35:26,"Trousers type 1, Nike",1,2275.036,2275.036,card,,shop_1,937,2017-08-05
100004206,2016-04-01,10:32:39,"Socks type 1, Reebok",1,343.98,343.98,cash,,shop_8,182,2016-04-05
100004207,2017-02-19,15:30:35,"Socks type 2, Puma",1,427.648,427.648,card,,shop_6,257,2017-02-21
100004207,2017-02-19,15:30:35,"Socks type 7, Nike",1,364.816,364.816,card,,shop_6,151,2017-02-21
100004207,2017-02-19,15:30:35,"Shirt type 8, Nike",1,1090.7858399999998,1090.7858399999998,card,,shop_6,542,2017-02-21
100004208,2017-02-24,14:09:29,"Hat type 4, Adidas",2,562.8,1125.6,cash,,shop_6,560,2017-02-24
100004209,2016-09-02,17:55:36,"Socks type 5, Reebok",1,227.54999999999998,227.54999999999998,card,,shop_4,111,2016-09-02
100004209,2016-09-02,17:55:36,"Hat type 8, Adidas",1,326.8,326.8,card,,shop_4,152,2016-09-02
100004209,2016-09-02,17:55:36,"Sneakers type 1, Puma",1,2688.93504,2688.93504,card,,shop_4,1628,2016-09-02
100004211,2016-06-08,19:07:05,"T-shirt type 2, Reebok",1,385.2,385.2,cash,496.0,shop_7,214,2016-06-08
100004212,2016-10-25,14:17:06,"Hat type 6, Nike",1,510.02400000000006,510.02400000000006,cash,627.0,shop_9,237,2016-10-30
100004213,2016-10-07,15:24:40,"T-shirt type 2, Puma",1,254.01600000000005,254.01600000000005,cash,,shop_5,200,2016-10-07
100004214,2018-04-16,16:50:35,"T-shirt type 7, Nike",1,869.5840000000001,869.5840000000001,cash,,shop_1,391,2018-04-17
100004214,2018-04-16,16:50:35,"Shirt type 6, Reebok",1,699.6,699.6,cash,,shop_1,330,2018-04-17
100004214,2018-04-16,16:50:35,"Hat type 4, Adidas",1,562.8,562.8,cash,,shop_1,280,2018-04-17
100004215,2017-07-13,09:39:38,"Socks type 3, Nike",2,436.24399999999997,872.4879999999999,cash,,shop_5,382,2017-07-13
100004215,2017-07-13,09:39:38,"Top type 1, Adidas",1,797.16,797.16,cash,,shop_5,364,2017-07-13
100004215,2017-07-13,09:39:38,"Cap type 1, Adidas",1,339.5,339.5,cash,,shop_5,175,2017-07-13
100004216,2016-11-20,18:20:57,"Cap type 3, Puma",1,436.67624000000006,436.67624000000006,cash,,shop_8,287,2016-11-20
100004216,2016-11-20,18:20:57,"Hat type 1, Adidas",1,225.09,225.09,cash,,shop_8,123,2016-11-20
100004217,2016-06-24,15:39:54,"Ball type 1, Nike",2,94.02623999999999,188.05247999999997,cash,,shop_4,96,2016-06-25
