invoice_n,date,shop_id,operation_type(purchase/transfer),item,amount,unit_cost,sum,supplier
50583,2016-10-01,10,Purchase,"Sneakers type 3, Reebok",2,1138,2276,Supplier B
50584,2016-10-01,10,Purchase,"Sneakers type 4, Reebok",4,1700,6800,Supplier B
50584,2016-10-01,10,Purchase,"Sneakers type 6, Reebok",1,1069,1069,Supplier B
50584,2016-10-01,10,Purchase,"Slippers type 1, Reebok",2,312,624,Supplier B
50584,2016-10-01,10,Purchase,"Slippers type 2, Reebok",1,218,218,Supplier B
50584,2016-10-01,10,Purchase,"Slippers type 3, Reebok",1,243,243,Supplier B
50584,2016-10-01,10,Purchase,"Boots type 1, Reebok",2,2535,5070,Supplier B
50584,2016-10-01,10,Purchase,"Boots type 3, Reebok",1,3394,3394,Supplier B
50584,2016-10-01,10,Purchase,"Boots type 4, Reebok",1,3769,3769,Supplier B
50584,2016-10-01,10,Purchase,"Boots type 5, Reebok",1,2741,2741,Supplier B
50584,2016-10-01,10,Purchase,"Shoes type 1, Reebok",1,3122,3122,Supplier B
50584,2016-10-01,10,Purchase,"Shoes type 2, Reebok",1,2378,2378,Supplier B
50584,2016-10-01,10,Purchase,"Shoes type 4, Reebok",1,3298,3298,Supplier B
50584,2016-10-01,10,Purchase,"Belt type 3, Reebok",2,378,756,Supplier B
50584,2016-10-01,10,Purchase,"Belt type 4, Reebok",1,236,236,Supplier B
50584,2016-10-01,10,Purchase,"Cufflinks type 1, Reebok",2,371,742,Supplier B
50584,2016-10-01,10,Purchase,"Cufflinks type 2, Reebok",1,200,200,Supplier B
50584,2016-10-01,10,Purchase,"Cufflinks type 3, Reebok",1,391,391,Supplier B
50584,2016-10-01,10,Purchase,"Cufflinks type 4, Reebok",2,419,838,Supplier B
50584,2016-10-01,10,Purchase,"Cufflinks type 5, Reebok",2,146,292,Supplier B
50584,2016-10-01,10,Purchase,"Cufflinks type 7, Reebok",1,267,267,Supplier B
50585,2016-10-01,10,Purchase,"Hat type 3, Reebok",1,253,253,Supplier B
50585,2016-10-01,10,Purchase,"Hat type 6, Reebok",1,107,107,Supplier B
50585,2016-10-01,10,Purchase,"Hat type 8, Reebok",1,209,209,Supplier B
50585,2016-10-01,10,Purchase,"Cap type 3, Reebok",1,157,157,Supplier B
50585,2016-10-01,10,Purchase,"Socks type 1, Reebok",2,182,364,Supplier B
50586,2016-10-01,10,Purchase,"Socks type 4, Reebok",1,393,393,Supplier C
50586,2016-10-01,10,Purchase,"Socks type 5, Reebok",1,111,111,Supplier C
50586,2016-10-01,10,Purchase,"Top type 1, Reebok",1,88,88,Supplier C
50586,2016-10-01,10,Purchase,"Top type 2, Reebok",1,247,247,Supplier C
50586,2016-10-01,10,Purchase,"Top type 4, Reebok",2,140,280,Supplier C
50586,2016-10-01,10,Purchase,"T-shirt type 1, Reebok",3,158,474,Supplier C
50586,2016-10-01,10,Purchase,"T-shirt type 4, Reebok",1,174,174,Supplier C
50586,2016-10-01,10,Purchase,"T-shirt type 6, Reebok",2,181,362,Supplier C
50586,2016-10-01,10,Purchase,"Trousers type 2, Reebok",1,159,159,Supplier C
50586,2016-10-01,10,Purchase,"Trousers type 4, Reebok",2,1176,2352,Supplier C
50586,2016-10-01,10,Purchase,"Trousers type 5, Reebok",2,1076,2152,Supplier C
50586,2016-10-01,10,Purchase,"Trousers type 6, Reebok",1,649,649,Supplier C
50586,2016-10-01,10,Purchase,"Trousers type 7, Reebok",1,806,806,Supplier C
50586,2016-10-01,10,Purchase,"Trousers type 9, Reebok",1,336,336,Supplier C
50586,2016-10-01,10,Purchase,"Trousers type 10, Reebok",2,162,324,Supplier C
50586,2016-10-01,10,Purchase,"Trousers type 11, Reebok",1,857,857,Supplier C
50586,2016-10-01,10,Purchase,"Trousers type 12, Reebok",1,249,249,Supplier C
50586,2016-10-01,10,Purchase,"Shirt type 2, Reebok",2,252,504,Supplier C
50586,2016-10-01,10,Purchase,"Shirt type 3, Reebok",1,246,246,Supplier C
50586,2016-10-01,10,Purchase,"Shirt type 7, Reebok",4,686,2744,Supplier C
50586,2016-10-01,10,Purchase,"Shirt type 8, Reebok",2,563,1126,Supplier C
50586,2016-10-01,10,Purchase,"Shirt type 12, Reebok",3,629,1887,Supplier C
50586,2016-10-01,11,Purchase,"Sneakers type 1, Nike",2,1887,3774,Supplier C
50586,2016-10-01,11,Purchase,"Sneakers type 3, Nike",1,1282,1282,Supplier C
50586,2016-10-01,11,Purchase,"Sneakers type 6, Nike",1,1923,1923,Supplier C
50586,2016-10-01,11,Purchase,"Slippers type 1, Nike",2,184,368,Supplier C
50586,2016-10-01,11,Purchase,"Slippers type 2, Nike",2,332,664,Supplier C
50586,2016-10-01,11,Purchase,"Boots type 1, Nike",2,2814,5628,Supplier C
50586,2016-10-01,11,Purchase,"Boots type 4, Nike",2,2868,5736,Supplier C
50586,2016-10-01,11,Purchase,"Boots type 5, Nike",4,3543,14172,Supplier C
50586,2016-10-01,11,Purchase,"Boots type 6, Nike",2,2279,4558,Supplier C
50586,2016-10-01,11,Purchase,"Shoes type 1, Nike",2,1611,3222,Supplier C
50586,2016-10-01,11,Purchase,"Shoes type 2, Nike",1,1562,1562,Supplier C
50586,2016-10-01,11,Purchase,"Shoes type 4, Nike",1,2947,2947,Supplier C
50586,2016-10-01,11,Purchase,"Belt type 2, Nike",1,220,220,Supplier C
50586,2016-10-01,11,Purchase,"Belt type 4, Nike",4,283,1132,Supplier C
50586,2016-10-01,11,Purchase,"Cufflinks type 4, Nike",2,197,394,Supplier C
50586,2016-10-01,11,Purchase,"Cufflinks type 5, Nike",2,427,854,Supplier C
50586,2016-10-01,11,Purchase,"Cufflinks type 6, Nike",1,294,294,Supplier C
50586,2016-10-01,11,Purchase,"Cufflinks type 7, Nike",1,252,252,Supplier C
50586,2016-10-01,11,Purchase,"Ball type 1, Nike",2,48,96,Supplier C
50586,2016-10-01,11,Purchase,"Hat type 3, Nike",1,298,298,Supplier C
50586,2016-10-01,11,Purchase,"Hat type 4, Nike",3,246,738,Supplier C
50587,2016-10-01,11,Purchase,"Hat type 7, Nike",3,208,624,Supplier B
50587,2016-10-01,11,Purchase,"Cap type 1, Nike",2,224,448,Supplier B
50587,2016-10-01,11,Purchase,"Cap type 2, Nike",2,265,530,Supplier B
50587,2016-10-01,11,Purchase,"Cap type 3, Nike",1,165,165,Supplier B
50587,2016-10-01,11,Purchase,"Socks type 2, Nike",1,125,125,Supplier B
50587,2016-10-01,11,Purchase,"Socks type 3, Nike",2,191,382,Supplier B
50587,2016-10-01,11,Purchase,"Socks type 5, Nike",3,254,762,Supplier B
50587,2016-10-01,11,Purchase,"Socks type 6, Nike",1,255,255,Supplier B
50587,2016-10-01,11,Purchase,"Socks type 7, Nike",1,151,151,Supplier B
50587,2016-10-01,11,Purchase,"Top type 1, Nike",2,139,278,Supplier B
50587,2016-10-01,11,Purchase,"Top type 3, Nike",2,250,500,Supplier B
50587,2016-10-01,11,Purchase,"Top type 4, Nike",2,178,356,Supplier B
50587,2016-10-01,11,Purchase,"T-shirt type 2, Nike",2,216,432,Supplier B
50587,2016-10-01,11,Purchase,"T-shirt type 3, Nike",1,230,230,Supplier B
50587,2016-10-01,11,Purchase,"T-shirt type 6, Nike",5,346,1730,Supplier B
50587,2016-10-01,11,Purchase,"T-shirt type 7, Nike",1,391,391,Supplier B
50587,2016-10-01,11,Purchase,"Trousers type 1, Nike",1,937,937,Supplier B
50587,2016-10-01,11,Purchase,"Trousers type 2, Nike",1,597,597,Supplier B
50587,2016-10-01,11,Purchase,"Trousers type 3, Nike",5,714,3570,Supplier B
50587,2016-10-01,11,Purchase,"Trousers type 7, Nike",1,1299,1299,Supplier B
50587,2016-10-01,11,Purchase,"Trousers type 11, Nike",1,453,453,Supplier B
50587,2016-10-01,11,Purchase,"Trousers type 12, Nike",1,758,758,Supplier B
50587,2016-10-01,11,Purchase,"Shirt type 1, Nike",2,837,1674,Supplier B
50587,2016-10-01,11,Purchase,"Shirt type 2, Nike",2,824,1648,Supplier B
50587,2016-10-01,11,Purchase,"Shirt type 3, Nike",2,821,1642,Supplier B
50587,2016-10-01,11,Purchase,"Shirt type 8, Nike",2,542,1084,Supplier B
50587,2016-10-01,11,Purchase,"Shirt type 9, Nike",2,740,1480,Supplier B
50587,2016-10-01,11,Purchase,"Shirt type 10, Nike",2,167,334,Supplier B
50587,2016-10-01,11,Purchase,"Sneakers type 2, Adidas",1,1023,1023,Supplier B
50587,2016-10-01,11,Purchase,"Sneakers type 3, Adidas",2,1637,3274,Supplier B
50587,2016-10-01,11,Purchase,"Sneakers type 5, Adidas",1,783,783,Supplier B
50587,2016-10-01,11,Purchase,"Slippers type 1, Adidas",1,195,195,Supplier B
50587,2016-10-01,11,Purchase,"Slippers type 3, Adidas",1,151,151,Supplier B
50587,2016-10-01,11,Purchase,"Boots type 1, Adidas",3,3593,10779,Supplier B
50587,2016-10-01,11,Purchase,"Boots type 2, Adidas",1,3309,3309,Supplier B
50587,2016-10-01,11,Purchase,"Boots type 3, Adidas",2,2999,5998,Supplier B
50587,2016-10-01,11,Purchase,"Boots type 4, Adidas",3,3411,10233,Supplier B
50587,2016-10-01,11,Purchase,"Boots type 6, Adidas",2,2714,5428,Supplier B
50587,2016-10-01,11,Purchase,"Belt type 1, Adidas",1,291,291,Supplier B
50587,2016-10-01,11,Purchase,"Belt type 2, Adidas",1,159,159,Supplier B
50587,2016-10-01,11,Purchase,"Belt type 4, Adidas",1,181,181,Supplier B
50587,2016-10-01,11,Purchase,"Cufflinks type 1, Adidas",2,262,524,Supplier B
50587,2016-10-01,11,Purchase,"Cufflinks type 2, Adidas",1,207,207,Supplier B
50587,2016-10-01,11,Purchase,"Cufflinks type 5, Adidas",1,342,342,Supplier B
50587,2016-10-01,11,Purchase,"Cufflinks type 6, Adidas",2,183,366,Supplier B
50587,2016-10-01,11,Purchase,"Cufflinks type 7, Adidas",2,184,368,Supplier B
50588,2016-10-01,11,Purchase,"Ball type 2, Adidas",1,45,45,Supplier A
50588,2016-10-01,11,Purchase,"Hat type 5, Adidas",2,163,326,Supplier A
50588,2016-10-01,11,Purchase,"Hat type 6, Adidas",1,265,265,Supplier A
50588,2016-10-01,11,Purchase,"Hat type 7, Adidas",2,176,352,Supplier A
50588,2016-10-01,11,Purchase,"Hat type 8, Adidas",2,152,304,Supplier A
50588,2016-10-01,11,Purchase,"Cap type 1, Adidas",1,175,175,Supplier A
50588,2016-10-01,11,Purchase,"Cap type 2, Adidas",4,292,1168,Supplier A
50588,2016-10-01,11,Purchase,"Cap type 3, Adidas",2,197,394,Supplier A
50588,2016-10-01,11,Purchase,"Socks type 2, Adidas",3,56,168,Supplier A
50588,2016-10-01,11,Purchase,"Socks type 3, Adidas",1,251,251,Supplier A
50588,2016-10-01,11,Purchase,"Socks type 4, Adidas",1,370,370,Supplier A
50588,2016-10-01,11,Purchase,"Socks type 5, Adidas",1,354,354,Supplier A
50588,2016-10-01,11,Purchase,"Socks type 7, Adidas",1,369,369,Supplier A
50588,2016-10-01,11,Purchase,"Top type 4, Adidas",1,107,107,Supplier A
50588,2016-10-01,11,Purchase,"T-shirt type 6, Adidas",1,179,179,Supplier A
50588,2016-10-01,11,Purchase,"Trousers type 4, Adidas",4,705,2820,Supplier A
50588,2016-10-01,11,Purchase,"Trousers type 5, Adidas",4,479,1916,Supplier A
50588,2016-10-01,11,Purchase,"Trousers type 8, Adidas",2,1053,2106,Supplier A
50588,2016-10-01,11,Purchase,"Shirt type 1, Adidas",4,474,1896,Supplier A
50588,2016-10-01,11,Purchase,"Shirt type 2, Adidas",2,460,920,Supplier A
50588,2016-10-01,11,Purchase,"Shirt type 3, Adidas",1,372,372,Supplier A
50588,2016-10-01,11,Purchase,"Shirt type 5, Adidas",4,779,3116,Supplier A
50588,2016-10-01,11,Purchase,"Shirt type 6, Adidas",1,606,606,Supplier A
50588,2016-10-01,11,Purchase,"Shirt type 7, Adidas",4,795,3180,Supplier A
50588,2016-10-01,11,Purchase,"Shirt type 8, Adidas",1,355,355,Supplier A
50588,2016-10-01,11,Purchase,"Shirt type 11, Adidas",2,310,620,Supplier A
50588,2016-10-01,11,Purchase,"Shirt type 12, Adidas",1,456,456,Supplier A
50588,2016-10-01,11,Purchase,"Sneakers type 5, Puma",2,703,1406,Supplier A
50588,2016-10-01,11,Purchase,"Sneakers type 6, Puma",1,1564,1564,Supplier A
50588,2016-10-01,11,Purchase,"Boots type 2, Puma",2,1229,2458,Supplier A
50588,2016-10-01,11,Purchase,"Boots type 4, Puma",2,3631,7262,Supplier A
50588,2016-10-01,11,Purchase,"Boots type 5, Puma",1,1286,1286,Supplier A
50588,2016-10-01,11,Purchase,"Boots type 6, Puma",2,1361,2722,Supplier A
50588,2016-10-01,11,Purchase,"Shoes type 2, Puma",1,2032,2032,Supplier A
50588,2016-10-01,11,Purchase,"Shoes type 3, Puma",2,3003,6006,Supplier A
50588,2016-10-01,11,Purchase,"Shoes type 4, Puma",1,1802,1802,Supplier A
50588,2016-10-01,11,Purchase,"Cufflinks type 3, Puma",2,390,780,Supplier A
50588,2016-10-01,11,Purchase,"Cufflinks type 6, Puma",2,205,410,Supplier A
50588,2016-10-01,11,Purchase,"Hat type 1, Puma",1,288,288,Supplier A
50588,2016-10-01,11,Purchase,"Hat type 3, Puma",1,249,249,Supplier A
50588,2016-10-01,11,Purchase,"Hat type 8, Puma",1,290,290,Supplier A
50588,2016-10-01,11,Purchase,"Cap type 1, Puma",2,134,268,Supplier A
50589,2016-10-01,11,Purchase,"Cap type 2, Puma",1,190,190,Supplier C
50589,2016-10-01,11,Purchase,"Cap type 3, Puma",1,287,287,Supplier C
50589,2016-10-01,11,Purchase,"Socks type 2, Puma",2,257,514,Supplier C
50589,2016-10-01,11,Purchase,"Socks type 4, Puma",2,168,336,Supplier C
50589,2016-10-01,11,Purchase,"Socks type 6, Puma",2,299,598,Supplier C
50589,2016-10-01,11,Purchase,"Socks type 7, Puma",2,320,640,Supplier C
50589,2016-10-01,11,Purchase,"Top type 1, Puma",1,238,238,Supplier C
50589,2016-10-01,11,Purchase,"Top type 2, Puma",1,390,390,Supplier C
50589,2016-10-01,11,Purchase,"Top type 3, Puma",1,267,267,Supplier C
50589,2016-10-01,11,Purchase,"Top type 4, Puma",4,131,524,Supplier C
50589,2016-10-01,11,Purchase,"T-shirt type 1, Puma",1,134,134,Supplier C
50589,2016-10-01,11,Purchase,"T-shirt type 3, Puma",1,389,389,Supplier C
50590,2016-10-01,11,Purchase,"T-shirt type 4, Puma",1,184,184,Supplier B
50590,2016-10-01,11,Purchase,"Trousers type 2, Puma",2,590,1180,Supplier B
50590,2016-10-01,11,Purchase,"Trousers type 3, Puma",1,258,258,Supplier B
50591,2016-10-01,11,Purchase,"Trousers type 7, Puma",1,283,283,Supplier C
50591,2016-10-01,11,Purchase,"Trousers type 8, Puma",3,482,1446,Supplier C
50591,2016-10-01,11,Purchase,"Trousers type 9, Puma",3,499,1497,Supplier C
50591,2016-10-01,11,Purchase,"Trousers type 10, Puma",2,1039,2078,Supplier C
50591,2016-10-01,11,Purchase,"Trousers type 11, Puma",1,329,329,Supplier C
50591,2016-10-01,11,Purchase,"Shirt type 1, Puma",1,814,814,Supplier C
50591,2016-10-01,11,Purchase,"Shirt type 2, Puma",1,494,494,Supplier C
50592,2016-10-01,11,Purchase,"Shirt type 7, Puma",1,644,644,Supplier B
50592,2016-10-01,11,Purchase,"Shirt type 8, Puma",2,264,528,Supplier B
50592,2016-10-01,11,Purchase,"Shirt type 10, Puma",1,283,283,Supplier B
50592,2016-10-01,11,Purchase,"Shirt type 11, Puma",1,410,410,Supplier B
50592,2016-10-01,11,Purchase,"Shirt type 12, Puma",2,328,656,Supplier B
50592,2016-10-01,11,Purchase,"Sneakers type 1, Reebok",1,1053,1053,Supplier B
50592,2016-10-01,11,Purchase,"Sneakers type 3, Reebok",1,1138,1138,Supplier B
50592,2016-10-01,11,Purchase,"Sneakers type 4, Reebok",2,1700,3400,Supplier B
50592,2016-10-01,11,Purchase,"Sneakers type 6, Reebok",1,1069,1069,Supplier B
50592,2016-10-01,11,Purchase,"Slippers type 3, Reebok",1,243,243,Supplier B
50592,2016-10-01,11,Purchase,"Boots type 2, Reebok",1,1213,1213,Supplier B
50592,2016-10-01,11,Purchase,"Boots type 3, Reebok",2,3394,6788,Supplier B
50592,2016-10-01,11,Purchase,"Boots type 4, Reebok",5,3769,18845,Supplier B
50592,2016-10-01,11,Purchase,"Boots type 5, Reebok",1,2741,2741,Supplier B
50592,2016-10-01,11,Purchase,"Shoes type 2, Reebok",1,2378,2378,Supplier B
50592,2016-10-01,11,Purchase,"Shoes type 3, Reebok",1,1389,1389,Supplier B
50593,2016-10-01,11,Purchase,"Shoes type 4, Reebok",2,3298,6596,Supplier A
50593,2016-10-01,11,Purchase,"Belt type 1, Reebok",1,298,298,Supplier A
50593,2016-10-01,11,Purchase,"Belt type 4, Reebok",1,236,236,Supplier A
50593,2016-10-01,11,Purchase,"Cufflinks type 3, Reebok",1,391,391,Supplier A
50594,2016-10-01,11,Purchase,"Cufflinks type 4, Reebok",2,419,838,Supplier B
50594,2016-10-01,11,Purchase,"Cufflinks type 5, Reebok",3,146,438,Supplier B
50594,2016-10-01,11,Purchase,"Cufflinks type 6, Reebok",3,221,663,Supplier B
50594,2016-10-01,11,Purchase,"Cufflinks type 7, Reebok",3,267,801,Supplier B
50595,2016-10-01,11,Purchase,"Ball type 2, Reebok",1,47,47,Supplier B
50595,2016-10-01,11,Purchase,"Hat type 2, Reebok",1,176,176,Supplier B
50595,2016-10-01,11,Purchase,"Hat type 4, Reebok",1,124,124,Supplier B
50595,2016-10-01,11,Purchase,"Hat type 6, Reebok",2,107,214,Supplier B
50595,2016-10-01,11,Purchase,"Hat type 8, Reebok",1,209,209,Supplier B
50595,2016-10-01,11,Purchase,"Cap type 1, Reebok",3,245,735,Supplier B
50595,2016-10-01,11,Purchase,"Cap type 3, Reebok",1,157,157,Supplier B
50595,2016-10-01,11,Purchase,"Socks type 1, Reebok",1,182,182,Supplier B
50595,2016-10-01,11,Purchase,"Socks type 2, Reebok",1,210,210,Supplier B
50595,2016-10-01,11,Purchase,"Socks type 3, Reebok",1,184,184,Supplier B
50595,2016-10-01,11,Purchase,"Socks type 4, Reebok",2,393,786,Supplier B
50595,2016-10-01,11,Purchase,"Socks type 5, Reebok",1,111,111,Supplier B
50595,2016-10-01,11,Purchase,"Socks type 6, Reebok",2,380,760,Supplier B
50595,2016-10-01,11,Purchase,"Top type 2, Reebok",1,247,247,Supplier B
50595,2016-10-01,11,Purchase,"Top type 3, Reebok",1,263,263,Supplier B
50595,2016-10-01,11,Purchase,"Top type 4, Reebok",1,140,140,Supplier B
50595,2016-10-01,11,Purchase,"T-shirt type 1, Reebok",1,158,158,Supplier B
50595,2016-10-01,11,Purchase,"T-shirt type 2, Reebok",1,214,214,Supplier B
50595,2016-10-01,11,Purchase,"T-shirt type 3, Reebok",3,226,678,Supplier B
50595,2016-10-01,11,Purchase,"T-shirt type 4, Reebok",2,174,348,Supplier B
50595,2016-10-01,11,Purchase,"T-shirt type 6, Reebok",2,181,362,Supplier B
50595,2016-10-01,11,Purchase,"Trousers type 1, Reebok",4,981,3924,Supplier B
50595,2016-10-01,11,Purchase,"Trousers type 2, Reebok",1,159,159,Supplier B
50595,2016-10-01,11,Purchase,"Trousers type 4, Reebok",1,1176,1176,Supplier B
50595,2016-10-01,11,Purchase,"Trousers type 6, Reebok",4,649,2596,Supplier B
50595,2016-10-01,11,Purchase,"Trousers type 7, Reebok",1,806,806,Supplier B
50595,2016-10-01,11,Purchase,"Trousers type 10, Reebok",1,162,162,Supplier B
50595,2016-10-01,11,Purchase,"Trousers type 11, Reebok",3,857,2571,Supplier B
50595,2016-10-01,11,Purchase,"Trousers type 12, Reebok",5,249,1245,Supplier B
50596,2016-10-01,11,Purchase,"Shirt type 4, Reebok",1,881,881,Supplier B
50596,2016-10-01,11,Purchase,"Shirt type 5, Reebok",2,534,1068,Supplier B
50596,2016-10-01,11,Purchase,"Shirt type 6, Reebok",2,330,660,Supplier B
50597,2016-10-01,11,Purchase,"Shirt type 10, Reebok",6,531,3186,Supplier A
50597,2016-10-01,11,Purchase,"Shirt type 11, Reebok",1,814,814,Supplier A
50597,2016-10-01,11,Purchase,"Shirt type 12, Reebok",1,629,629,Supplier A
50597,2016-10-01,12,Purchase,"Sneakers type 1, Nike",2,1887,3774,Supplier A
50597,2016-10-01,12,Purchase,"Sneakers type 2, Nike",2,1964,3928,Supplier A
50598,2016-10-01,12,Purchase,"Slippers type 1, Nike",2,184,368,Supplier A
50598,2016-10-01,12,Purchase,"Boots type 2, Nike",2,2727,5454,Supplier A
50598,2016-10-01,12,Purchase,"Shoes type 2, Nike",4,1562,6248,Supplier A
50599,2016-10-01,12,Purchase,"Shoes type 3, Nike",3,3352,10056,Supplier B
50600,2016-10-01,12,Purchase,"Belt type 3, Nike",1,211,211,Supplier B
50600,2016-10-01,12,Purchase,"Cufflinks type 3, Nike",3,350,1050,Supplier B
50600,2016-10-01,12,Purchase,"Cufflinks type 4, Nike",1,197,197,Supplier B
50600,2016-10-01,12,Purchase,"Cufflinks type 5, Nike",1,427,427,Supplier B
50600,2016-10-01,12,Purchase,"Cufflinks type 6, Nike",2,294,588,Supplier B
50600,2016-10-01,12,Purchase,"Cufflinks type 7, Nike",1,252,252,Supplier B
50600,2016-10-01,12,Purchase,"Ball type 1, Nike",1,48,48,Supplier B
50600,2016-10-01,12,Purchase,"Hat type 2, Nike",4,238,952,Supplier B
50600,2016-10-01,12,Purchase,"Hat type 7, Nike",1,208,208,Supplier B
50600,2016-10-01,12,Purchase,"Hat type 8, Nike",2,282,564,Supplier B
50600,2016-10-01,12,Purchase,"Socks type 1, Nike",2,252,504,Supplier B
50600,2016-10-01,12,Purchase,"Socks type 2, Nike",2,125,250,Supplier B
50600,2016-10-01,12,Purchase,"Socks type 3, Nike",1,191,191,Supplier B
50600,2016-10-01,12,Purchase,"Socks type 5, Nike",1,254,254,Supplier B
50600,2016-10-01,12,Purchase,"Socks type 6, Nike",1,255,255,Supplier B
50600,2016-10-01,12,Purchase,"Top type 1, Nike",1,139,139,Supplier B
50600,2016-10-01,12,Purchase,"Top type 2, Nike",1,385,385,Supplier B
50600,2016-10-01,12,Purchase,"T-shirt type 2, Nike",2,216,432,Supplier B
50600,2016-10-01,12,Purchase,"T-shirt type 3, Nike",1,230,230,Supplier B
50600,2016-10-01,12,Purchase,"T-shirt type 6, Nike",1,346,346,Supplier B
50600,2016-10-01,12,Purchase,"Trousers type 1, Nike",2,937,1874,Supplier B
50600,2016-10-01,12,Purchase,"Trousers type 3, Nike",2,714,1428,Supplier B
50600,2016-10-01,12,Purchase,"Trousers type 5, Nike",2,912,1824,Supplier B
50600,2016-10-01,12,Purchase,"Trousers type 8, Nike",3,743,2229,Supplier B
50600,2016-10-01,12,Purchase,"Trousers type 9, Nike",1,359,359,Supplier B
50600,2016-10-01,12,Purchase,"Shirt type 2, Nike",2,824,1648,Supplier B
50600,2016-10-01,12,Purchase,"Shirt type 3, Nike",2,821,1642,Supplier B
50600,2016-10-01,12,Purchase,"Shirt type 5, Nike",1,419,419,Supplier B
50600,2016-10-01,12,Purchase,"Shirt type 6, Nike",1,702,702,Supplier B
50600,2016-10-01,12,Purchase,"Shirt type 7, Nike",2,820,1640,Supplier B
50600,2016-10-01,12,Purchase,"Shirt type 8, Nike",2,542,1084,Supplier B
50600,2016-10-01,12,Purchase,"Shirt type 10, Nike",1,167,167,Supplier B
50601,2016-10-01,12,Purchase,"Sneakers type 3, Adidas",1,1637,1637,Supplier B
50601,2016-10-01,12,Purchase,"Sneakers type 4, Adidas",1,739,739,Supplier B
50601,2016-10-01,12,Purchase,"Slippers type 1, Adidas",1,195,195,Supplier B
50601,2016-10-01,12,Purchase,"Slippers type 2, Adidas",1,346,346,Supplier B
50601,2016-10-01,12,Purchase,"Slippers type 3, Adidas",1,151,151,Supplier B
50601,2016-10-01,12,Purchase,"Boots type 1, Adidas",1,3593,3593,Supplier B
50601,2016-10-01,12,Purchase,"Boots type 3, Adidas",2,2999,5998,Supplier B
50601,2016-10-01,12,Purchase,"Boots type 5, Adidas",3,1563,4689,Supplier B
50601,2016-10-01,12,Purchase,"Boots type 6, Adidas",1,2714,2714,Supplier B
50601,2016-10-01,12,Purchase,"Shoes type 1, Adidas",1,1875,1875,Supplier B
50601,2016-10-01,12,Purchase,"Shoes type 3, Adidas",1,1608,1608,Supplier B
50601,2016-10-01,12,Purchase,"Belt type 2, Adidas",1,159,159,Supplier B
50602,2016-10-01,12,Purchase,"Belt type 3, Adidas",1,203,203,Supplier B
50602,2016-10-01,12,Purchase,"Cufflinks type 1, Adidas",1,262,262,Supplier B
50602,2016-10-01,12,Purchase,"Cufflinks type 3, Adidas",1,187,187,Supplier B
50602,2016-10-01,12,Purchase,"Cufflinks type 5, Adidas",1,342,342,Supplier B
50602,2016-10-01,12,Purchase,"Cufflinks type 7, Adidas",2,184,368,Supplier B
50602,2016-10-01,12,Purchase,"Ball type 1, Adidas",1,31,31,Supplier B
50602,2016-10-01,12,Purchase,"Hat type 1, Adidas",2,123,246,Supplier B
50603,2016-10-01,12,Purchase,"Hat type 5, Adidas",2,163,326,Supplier B
50603,2016-10-01,12,Purchase,"Hat type 6, Adidas",3,265,795,Supplier B
50603,2016-10-01,12,Purchase,"Hat type 7, Adidas",1,176,176,Supplier B
50603,2016-10-01,12,Purchase,"Cap type 1, Adidas",1,175,175,Supplier B
50603,2016-10-01,12,Purchase,"Cap type 3, Adidas",1,197,197,Supplier B
50603,2016-10-01,12,Purchase,"Socks type 4, Adidas",3,370,1110,Supplier B
50603,2016-10-01,12,Purchase,"Socks type 6, Adidas",2,388,776,Supplier B
50604,2016-10-01,12,Purchase,"Socks type 7, Adidas",1,369,369,Supplier C
50604,2016-10-01,12,Purchase,"Top type 4, Adidas",2,107,214,Supplier C
50604,2016-10-01,12,Purchase,"T-shirt type 1, Adidas",1,219,219,Supplier C
50604,2016-10-01,12,Purchase,"T-shirt type 3, Adidas",1,318,318,Supplier C
50605,2016-10-01,12,Purchase,"T-shirt type 5, Adidas",1,303,303,Supplier A
50605,2016-10-01,12,Purchase,"T-shirt type 7, Adidas",2,167,334,Supplier A
50605,2016-10-01,12,Purchase,"Trousers type 2, Adidas",2,1107,2214,Supplier A
50605,2016-10-01,12,Purchase,"Trousers type 3, Adidas",1,1102,1102,Supplier A
50605,2016-10-01,12,Purchase,"Trousers type 5, Adidas",2,479,958,Supplier A
50605,2016-10-01,12,Purchase,"Trousers type 7, Adidas",1,954,954,Supplier A
50605,2016-10-01,12,Purchase,"Trousers type 8, Adidas",1,1053,1053,Supplier A
50605,2016-10-01,12,Purchase,"Trousers type 10, Adidas",3,580,1740,Supplier A
50605,2016-10-01,12,Purchase,"Trousers type 12, Adidas",1,447,447,Supplier A
50605,2016-10-01,12,Purchase,"Shirt type 2, Adidas",2,460,920,Supplier A
50605,2016-10-01,12,Purchase,"Shirt type 3, Adidas",3,372,1116,Supplier A
50607,2016-10-01,12,Purchase,"Shirt type 7, Adidas",1,795,795,Supplier A
50607,2016-10-01,12,Purchase,"Shirt type 8, Adidas",1,355,355,Supplier A
50607,2016-10-01,12,Purchase,"Shirt type 10, Adidas",1,205,205,Supplier A
50607,2016-10-01,12,Purchase,"Shirt type 11, Adidas",1,310,310,Supplier A
50607,2016-10-01,12,Purchase,"Sneakers type 1, Puma",1,1628,1628,Supplier A
50607,2016-10-01,12,Purchase,"Sneakers type 2, Puma",1,982,982,Supplier A
50607,2016-10-01,12,Purchase,"Sneakers type 4, Puma",1,912,912,Supplier A
