date,shop_id,cost_type,cost_plan,cost_real
2018-05-01,4,Rent,12107.142857142859,12107.142857142859
2018-05-01,4,Utilities,885.911346345387,763.7166778839543
2018-05-01,4,Security,557.0691535309355,452.90175083815893
2018-05-01,4,Stationery,233.1111952843465,233.1111952843465
2018-05-01,4,Marketing,2422.580345659799,1953.6938271449992
2018-05-01,4,Other expenses,987.947446681278,987.947446681278
2018-06-01,4,Salary,10571.037679489675,11877.570426392891
2018-06-01,4,Rent,12107.142857142859,12107.142857142859
2018-06-01,4,Utilities,940.7035777703171,950.2056341114314
2018-06-01,4,Security,395.17897867251116,395.17897867251116
2018-06-01,4,Stationery,204.29421133395775,190.92916947098857
2018-06-01,4,Marketing,2682.776841729565,2353.313019061022
2018-06-01,4,Other expenses,1132.254377095397,1110.0533108778404
2018-07-01,4,Salary,14173.160673288268,12654.607744007382
2018-07-01,4,Rent,12107.142857142859,12107.142857142859
2018-07-01,4,Utilities,833.3392215422123,816.9992368060905
2018-07-01,4,Security,465.9559777740823,439.58111110762485
2018-07-01,4,Stationery,213.19683888719803,215.35034231030104
2018-07-01,4,Marketing,2488.961533650294,2464.3183501488056
2018-07-01,4,Other expenses,1468.045503635944,1276.5613075095166
2018-08-01,4,Salary,14539.478265877953,12321.591750744028
2018-08-01,4,Rent,12107.142857142859,12107.142857142859
2018-08-01,4,Utilities,718.5153070650085,825.8796632931133
2018-08-01,4,Security,546.6790545411188,506.1843097602952
2018-08-01,4,Stationery,305.57547541845196,246.4318350148806
2018-08-01,4,Marketing,2483.411267095905,2086.90022445034
2018-08-01,4,Other expenses,1240.1515589127232,1265.460774400738
2018-09-01,4,Salary,12669.038437048794,12543.602412919598
2018-09-01,4,Rent,12107.142857142859,12107.142857142859
2018-09-01,4,Utilities,1111.7405919103749,950.2056341114314
2018-09-01,4,Security,561.953388098798,497.3038832732725
2018-09-01,4,Stationery,230.95769186124352,228.67098204083516
2018-09-01,4,Marketing,1868.2197222074055,2197.905555538124
2018-09-01,4,Other expenses,1257.6904012245932,1221.0586419656245
2018-10-01,4,Salary,12669.038437048794,
2018-10-01,4,Rent,12107.142857142859,
2018-10-01,4,Utilities,1111.7405919103749,
2018-10-01,4,Security,561.953388098798,
2018-10-01,4,Stationery,230.95769186124352,
2018-10-01,4,Marketing,1868.2197222074055,
2018-10-01,4,Other expenses,1257.6904012245932,
2018-11-01,4,Salary,12669.038437048794,
2018-11-01,4,Rent,12107.142857142859,
2018-11-01,4,Utilities,1111.7405919103749,
2018-11-01,4,Security,561.953388098798,
2018-11-01,4,Stationery,230.95769186124352,
2018-11-01,4,Marketing,1868.2197222074055,
2018-11-01,4,Other expenses,1257.6904012245932,
2018-12-01,4,Salary,12669.038437048794,
2018-12-01,4,Rent,12107.142857142859,
2018-12-01,4,Utilities,1111.7405919103749,
2018-12-01,4,Security,561.953388098798,
2018-12-01,4,Stationery,230.95769186124352,
2018-12-01,4,Marketing,1868.2197222074055,
2018-12-01,4,Other expenses,1257.6904012245932,
2016-01-01,5,Salary,13191.13351093167,14184.014527883515
2016-01-01,5,Rent,6517.857142857143,6517.857142857143
2016-01-01,5,Utilities,1316.0792053767675,1124.8540216895449
2016-01-01,5,Security,646.4950482552542,552.5598703036361
2016-01-01,5,Stationery,238.2914440684431,259.01243920482943
2016-01-01,5,Marketing,2875.0380751736066,2738.1315001653397
2016-01-01,5,Other expenses,1177.396545071096,1369.0657500826699
2016-02-01,5,Salary,14381.357338706246,13073.961217005677
2016-02-01,5,Rent,6517.857142857143,6517.857142857143
2016-02-01,5,Utilities,947.7388489761474,1114.9868811484087
2016-02-01,5,Security,516.29812881496,567.3605811153407
2016-02-01,5,Stationery,270.06363661090217,226.94423244613625
2016-02-01,5,Marketing,2541.7754033967267,2762.799351518181
2016-02-01,5,Other expenses,1255.100276832545,1184.0568649363631
2016-03-01,5,Salary,16864.17657736968,13937.336014355107
2016-03-01,5,Rent,6517.857142857143,6517.857142857143
2016-03-01,5,Utilities,957.1126324902268,986.7140541136359
2016-03-01,5,Security,508.3550806793452,552.5598703036361
2016-03-01,5,Stationery,234.1965807438715,249.14529866369307
2016-03-01,5,Marketing,2956.195306124454,2762.799351518181
2016-03-01,5,Other expenses,1007.6817277635507,1060.7176081721586
2016-04-01,5,Salary,12346.259602096869,11223.872365542607
2016-04-01,5,Rent,6517.857142857143,6517.857142857143
2016-04-01,5,Utilities,947.7388489761474,1114.9868811484087
2016-04-01,5,Security,444.0213243511361,493.35702705681797
2016-04-01,5,Stationery,261.60256359687776,249.14529866369307
2016-04-01,5,Marketing,1974.4148222813853,2269.4423244613627
2016-04-01,5,Other expenses,1124.1139861489598,1147.0550879071018
2016-05-01,5,Salary,12333.92567642045,12333.92567642045
2016-05-01,5,Rent,6517.857142857143,6517.857142857143
2016-05-01,5,Utilities,957.3099753010496,976.8469135724996
2016-05-01,5,Security,522.958448680227,493.35702705681797
2016-05-01,5,Stationery,237.1073872035067,219.54387704028397
2016-05-01,5,Marketing,2312.364385815306,2121.4352163443173
2016-05-01,5,Other expenses,1141.6281606094767,1097.71938520142
2016-06-01,5,Salary,11322.543770953973,13320.639730534085
2016-06-01,5,Rent,6517.857142857143,6517.857142857143
2016-06-01,5,Utilities,1189.0891066123427,1016.3154757370451
2016-06-01,5,Security,500.11601832749636,537.7591594919315
2016-06-01,5,Stationery,251.9080980152113,273.813150016534
2016-06-01,5,Marketing,2362.93348108863,2294.1101758142036
2016-06-01,5,Other expenses,998.5546227629995,1134.7211622306813
2016-07-01,5,Salary,15244.732136055674,12703.943446713061
2016-07-01,5,Rent,6517.857142857143,6517.857142857143
2016-07-01,5,Utilities,1097.0286853635403,1075.518318983863
2016-07-01,5,Security,480.38173724522363,527.8920189507952
2016-07-01,5,Stationery,193.05060468733288,224.4774473108522
2016-07-01,5,Marketing,2065.19251525984,2269.4423244613627
2016-07-01,5,Other expenses,1307.3961217005676,1307.3961217005676
2016-08-01,5,Salary,10945.125645255506,12580.60418994886
2016-08-01,5,Rent,6517.857142857143,6517.857142857143
2016-08-01,5,Utilities,1204.1858316402813,1114.9868811484087
2016-08-01,5,Security,498.1919259219748,503.22416759795436
2016-08-01,5,Stationery,197.44148222813857,214.61030676971583
2016-08-01,5,Marketing,2243.541080540879,2639.4600947539757
2016-08-01,5,Other expenses,1117.9470233107495,1270.3943446713063
2016-09-01,5,Salary,11801.100087199085,11347.211622306813
2016-09-01,5,Rent,6517.857142857143,6517.857142857143
2016-09-01,5,Utilities,1020.2623319534995,1085.3854595249995
2016-09-01,5,Security,447.1788093242998,508.15773786852253
2016-09-01,5,Stationery,284.56833320637264,254.07886893426127
2016-09-01,5,Marketing,2823.235587332641,2688.795797459658
2016-09-01,5,Other expenses,1715.4023830765561,1406.0675271119312
2016-10-01,5,Salary,12765.613075095163,14184.014527883515
2016-10-01,5,Rent,6517.857142857143,6517.857142857143
2016-10-01,5,Utilities,1031.1161865487495,937.3783514079541
2016-10-01,5,Security,506.4803239765294,429.22061353943167
2016-10-01,5,Stationery,193.19861179544995,217.07709190499992
2016-10-01,5,Marketing,2590.1243920482943,2466.78513528409
2016-10-01,5,Other expenses,1060.7176081721586,1233.392567642045
2016-11-01,5,Salary,14529.364446823287,11717.229392599425
2016-11-01,5,Rent,6517.857142857143,6517.857142857143
2016-11-01,5,Utilities,1054.9946666582996,976.8469135724996
2016-11-01,5,Security,503.81619603042253,453.8884648922725
2016-11-01,5,Stationery,268.3368870162033,273.813150016534
2016-11-01,5,Marketing,2353.313019061022,2614.7922434011352
2016-11-01,5,Other expenses,1339.9576854863178,1381.3996757590905
2016-12-01,5,Salary,12303.090862229397,12950.621960241471
2016-12-01,5,Rent,6517.857142857143,6517.857142857143
2016-12-01,5,Utilities,1174.189724395227,986.7140541136359
2016-12-01,5,Security,464.54497667669983,434.15418380999984
2016-12-01,5,Stationery,259.703139042709,231.87780271670445
2016-12-01,5,Marketing,2604.925102859999,2713.463648812499
2016-12-01,5,Other expenses,1204.7778600727495,1085.3854595249995
2017-01-01,5,Salary,9550.158651252354,10977.1938520142
2017-01-01,5,Rent,6517.857142857143,6517.857142857143
2017-01-01,5,Utilities,772.7944471817996,878.1755081611359
2017-01-01,5,Security,473.3760674610169,498.29059732738614
2017-01-01,5,Stationery,208.39400822879995,217.07709190499992
2017-01-01,5,Marketing,3367.9017452033677,2738.1315001653397
2017-01-01,5,Other expenses,1214.151643586829,1134.7211622306813
2017-02-01,5,Salary,13332.973656210503,14184.014527883515
2017-02-01,5,Rent,6517.857142857143,6517.857142857143
2017-02-01,5,Utilities,1260.2311899139359,1016.3154757370451
2017-02-01,5,Security,522.958448680227,522.958448680227
2017-02-01,5,Stationery,234.44325925739992,244.2117283931249
2017-02-01,5,Marketing,2541.2820463696694,2516.1208379897716
2017-02-01,5,Other expenses,1370.915838934133,1171.7229392599427
2017-03-01,5,Salary,13076.428002140961,14060.675271119313
2017-03-01,5,Rent,6517.857142857143,6517.857142857143
2017-03-01,5,Utilities,1006.54700660132,996.5811946547723
2017-03-01,5,Security,507.9603950576997,513.0913081390906
2017-03-01,5,Stationery,266.4127946106817,266.4127946106817
2017-03-01,5,Marketing,2343.4458785198854,2343.4458785198854
2017-03-01,5,Other expenses,1309.1228712952666,1073.051533848579
2017-04-01,5,Salary,11306.509667574624,12703.943446713061
2017-04-01,5,Rent,6517.857142857143,6517.857142857143
2017-04-01,5,Utilities,915.8679850282771,897.9097892434088
2017-04-01,5,Security,658.0396026883838,562.4270108447724
2017-04-01,5,Stationery,244.06372128500786,239.2781581225567
2017-04-01,5,Marketing,2868.37775530834,2516.1208379897716
2017-04-01,5,Other expenses,1613.2774784757949,1344.397898729829
2017-05-01,5,Salary,10323.495791163916,11470.550879071017
2017-05-01,5,Rent,6517.857142857143,6517.857142857143
2017-05-01,5,Utilities,1029.5374440621679,1095.252600066136
2017-05-01,5,Security,611.7627135504542,493.35702705681797
2017-05-01,5,Stationery,276.55128151669936,273.813150016534
2017-05-01,5,Marketing,2393.274938252624,2417.449432578408
2017-05-01,5,Other expenses,1505.2322895503517,1332.0639730534085
2017-06-01,5,Salary,11941.706839910279,11593.890135835223
2017-06-01,5,Rent,6517.857142857143,6517.857142857143
2017-06-01,5,Utilities,1012.3686195205904,937.3783514079541
2017-06-01,5,Security,403.76339094329984,458.8220351628407
2017-06-01,5,Stationery,239.17948671714532,236.81137298727262
2017-06-01,5,Marketing,2618.245742590533,2146.103067697158
2017-06-01,5,Other expenses,1411.0010973824994,1356.7318244062494
2017-07-01,5,Salary,15609.81633607772,13937.336014355107
2017-07-01,5,Rent,6517.857142857143,6517.857142857143
2017-07-01,5,Utilities,1053.810609793363,878.1755081611359
2017-07-01,5,Security,484.87128619144073,532.8255892213634
2017-07-01,5,Stationery,244.65574971747603,281.2135054223862
2017-07-01,5,Marketing,1930.5060468733288,2244.7744731085218
2017-07-01,5,Other expenses,1215.6317146679994,1085.3854595249995
2017-08-01,5,Salary,13073.961217005677,12333.92567642045
2017-08-01,5,Rent,6517.857142857143,6517.857142857143
2017-08-01,5,Utilities,1012.3686195205904,1124.8540216895449
2017-08-01,5,Security,442.0972319456146,429.22061353943167
2017-08-01,5,Stationery,270.705000746076,229.41101758142034
2017-08-01,5,Marketing,3014.658113830686,2491.4529866369307
2017-08-01,5,Other expenses,1685.3076044260906,1381.3996757590905
2017-09-01,5,Salary,13675.856790014992,12210.586419656243
2017-09-01,5,Rent,6517.857142857143,6517.857142857143
2017-09-01,5,Utilities,1226.4855692632495,1114.9868811484087
2017-09-01,5,Security,488.4234567862498,488.4234567862498
2017-09-01,5,Stationery,224.35410805408796,209.67673649914764
2017-09-01,5,Marketing,2881.698395038874,2442.117283931249
2017-09-01,5,Other expenses,1379.6729261643914,1159.3890135835222
2017-10-01,5,Salary,11544.554433129542,12827.282703477267
2017-10-01,5,Rent,6517.857142857143,6517.857142857143
2017-10-01,5,Utilities,1003.4881930335678,1114.9868811484087
2017-10-01,5,Security,663.4171942833032,557.4934405742043
2017-10-01,5,Stationery,256.0276291911357,263.9460094753976
2017-10-01,5,Marketing,3211.754246139885,2590.1243920482943
2017-10-01,5,Other expenses,1054.5506453339483,1110.0533108778404
2017-11-01,5,Salary,14208.682379236356,11840.568649363631
2017-11-01,5,Rent,6517.857142857143,6517.857142857143
2017-11-01,5,Utilities,1086.2735021737017,1075.518318983863
2017-11-01,5,Security,534.3056603025339,468.68917570397707
2017-11-01,5,Stationery,295.2741806935055,281.2135054223862
2017-11-01,5,Marketing,2553.1226150190328,2836.8029055767033
2017-11-01,5,Other expenses,1426.0484867077323,1159.3890135835222
2017-12-01,5,Salary,13399.576854863177,13813.996757590903
2017-12-01,5,Rent,6517.857142857143,6517.857142857143
2017-12-01,5,Utilities,1001.7121077361633,1065.6511784427269
2017-12-01,5,Security,468.8865185147998,473.62274597454524
2017-12-01,5,Stationery,282.8415836116737,241.7449432578408
2017-12-01,5,Marketing,2516.1208379897716,2466.78513528409
2017-12-01,5,Other expenses,1300.6124625785365,1171.7229392599427
2018-01-01,5,Salary,12432.597081831813,12950.621960241471
2018-01-01,5,Rent,6517.857142857143,6517.857142857143
2018-01-01,5,Utilities,889.6213911888542,907.776929784545
2018-01-01,5,Security,426.26047137709065,444.0213243511361
2018-01-01,5,Stationery,303.90792866699985,271.3463648812499
2018-01-01,5,Marketing,2648.0938427274705,2343.4458785198854
2018-01-01,5,Other expenses,1338.970971432204,1134.7211622306813
2018-02-01,5,Salary,13335.44044134579,13073.961217005677
2018-02-01,5,Rent,6517.857142857143,6517.857142857143
2018-02-01,5,Utilities,983.5565691404722,878.1755081611359
2018-02-01,5,Security,483.34187940756453,498.29059732738614
2018-02-01,5,Stationery,243.91571417689084,254.07886893426127
2018-02-01,5,Marketing,2752.932210977044,2294.1101758142036
2018-02-01,5,Other expenses,1111.1633641887183,1122.3872365542609
2018-03-01,5,Salary,14494.829454929311,13937.336014355107
2018-03-01,5,Rent,6517.857142857143,6517.857142857143
2018-03-01,5,Utilities,955.3365471928223,1016.3154757370451
2018-03-01,5,Security,502.82948197630884,513.0913081390906
2018-03-01,5,Stationery,278.74672028710216,246.67851352840898
2018-03-01,5,Marketing,2415.4760044701807,2368.1137298727263
2018-03-01,5,Other expenses,1194.170683991028,1270.3943446713063
2018-04-01,5,Salary,15191.696255647068,13937.336014355107
2018-04-01,5,Rent,6517.857142857143,6517.857142857143
2018-04-01,5,Utilities,1182.8728080714268,1095.252600066136
2018-04-01,5,Security,513.0913081390906,493.35702705681797
2018-04-01,5,Stationery,254.12820463696696,251.61208379897718
2018-04-01,5,Marketing,2591.604463129465,2540.7886893426125
2018-04-01,5,Other expenses,1119.6737729054485,1258.0604189948858
2018-05-01,5,Salary,15466.742798231244,13567.318244062495
2018-05-01,5,Rent,6517.857142857143,6517.857142857143
2018-05-01,5,Utilities,771.6103903168632,907.776929784545
2018-05-01,5,Security,513.0913081390906,513.0913081390906
2018-05-01,5,Stationery,223.5894046621499,254.07886893426127
2018-05-01,5,Marketing,2060.2589449892716,2368.1137298727263
2018-05-01,5,Other expenses,1108.6965790534343,1097.71938520142
2018-06-01,5,Salary,11505.085870964995,13073.961217005677
2018-06-01,5,Rent,6517.857142857143,6517.857142857143
2018-06-01,5,Utilities,1064.7631357940245,1075.518318983863
2018-06-01,5,Security,497.9945831111521,508.15773786852253
2018-06-01,5,Stationery,306.67072801851805,276.27993515181805
2018-06-01,5,Marketing,3287.731228306636,2762.799351518181
2018-06-01,5,Other expenses,1349.824826027454,1406.0675271119312
2018-07-01,5,Salary,12921.020538618062,11963.907906127835
2018-07-01,5,Rent,6517.857142857143,6517.857142857143
2018-07-01,5,Utilities,998.0612657359427,838.7069459965905
2018-07-01,5,Security,534.3056603025339,562.4270108447724
2018-07-01,5,Stationery,264.09401658351464,249.14529866369307
2018-07-01,5,Marketing,2822.002194764999,2713.463648812499
2018-07-01,5,Other expenses,1343.164506162187,1110.0533108778404
2018-08-01,5,Salary,16517.593265862266,13320.639730534085
2018-08-01,5,Rent,6517.857142857143,6517.857142857143
2018-08-01,5,Utilities,1269.1116164009584,1075.518318983863
2018-08-01,5,Security,566.5712098720498,488.4234567862498
2018-08-01,5,Stationery,243.71837136606806,256.5456540695453
2018-08-01,5,Marketing,2151.529994994783,2417.449432578408
2018-08-01,5,Other expenses,1544.0841554310757,1319.7300473769878
2018-09-01,5,Salary,12699.009876442493,12210.586419656243
2018-09-01,5,Rent,6517.857142857143,6517.857142857143
2018-09-01,5,Utilities,1148.4364875828608,1114.9868811484087
2018-09-01,5,Security,558.9735116553748,508.15773786852253
2018-09-01,5,Stationery,254.12820463696696,249.14529866369307
2018-09-01,5,Marketing,1953.6938271449992,2220.106621755681
2018-09-01,5,Other expenses,1409.0276692742723,1381.3996757590905
2018-10-01,5,Salary,12699.009876442493,
2018-10-01,5,Rent,6517.857142857143,
2018-10-01,5,Utilities,1148.4364875828608,
2018-10-01,5,Security,558.9735116553748,
2018-10-01,5,Stationery,254.12820463696696,
2018-10-01,5,Marketing,1953.6938271449992,
2018-10-01,5,Other expenses,1409.0276692742723,
2018-11-01,5,Salary,12699.009876442493,
2018-11-01,5,Rent,6517.857142857143,
2018-11-01,5,Utilities,1148.4364875828608,
2018-11-01,5,Security,558.9735116553748,
2018-11-01,5,Stationery,254.12820463696696,
2018-11-01,5,Marketing,1953.6938271449992,
2018-11-01,5,Other expenses,1409.0276692742723,
2018-12-01,5,Salary,12699.009876442493,
2018-12-01,5,Rent,6517.857142857143,
2018-12-01,5,Utilities,1148.4364875828608,
2018-12-01,5,Security,558.9735116553748,
2018-12-01,5,Stationery,254.12820463696696,
2018-12-01,5,Marketing,1953.6938271449992,
2018-12-01,5,Other expenses,1409.0276692742723,
2016-01-01,6,Salary,10878.522446602838,12087.247162892041
2016-01-01,6,Rent,8014.285714285715,8014.285714285715
2016-01-01,6,Utilities,1136.1025619064403,996.5811946547723
2016-01-01,6,Security,475.10281705571566,444.0213243511361
2016-01-01,6,Stationery,261.3065493806436,263.9460094753976
2016-01-01,6,Marketing,2415.4760044701807,2368.1137298727263
2016-01-01,6,Other expenses,1214.151643586829,1134.7211622306813
2016-02-01,6,Salary,15609.81633607772,13813.996757590903
2016-02-01,6,Rent,8014.285714285715,8014.285714285715
2016-02-01,6,Utilities,772.7944471817998,868.3083676199997
2016-02-01,6,Security,443.47863162137367,498.29059732738614
2016-02-01,6,Stationery,306.37471380228396,283.68029055767033
2016-02-01,6,Marketing,2677.941942864408,2269.4423244613627
2016-02-01,6,Other expenses,1482.414527048974,1245.7264933184654
2016-03-01,6,Salary,13957.070295437381,11347.211622306813
2016-03-01,6,Rent,8014.285714285715,8014.285714285715
2016-03-01,6,Utilities,1125.643392932836,907.776929784545
2016-03-01,6,Security,663.0718443643633,552.5598703036361
2016-03-01,6,Stationery,227.3142502164289,239.2781581225567
2016-03-01,6,Marketing,3367.9017452033677,2738.1315001653397
2016-03-01,6,Other expenses,1266.9408454819084,1319.7300473769878
2016-04-01,6,Salary,12074.91323721562,10977.1938520142
2016-04-01,6,Rent,8014.285714285715,8014.285714285715
2016-04-01,6,Utilities,805.1586681567269,947.2454919490905
2016-04-01,6,Security,515.8047717879032,419.3534729982953
2016-04-01,6,Stationery,269.3236010703169,261.4792243401135
2016-04-01,6,Marketing,3190.046536949385,2614.7922434011352
2016-04-01,6,Other expenses,1312.3296919711358,1171.7229392599427
2016-05-01,6,Salary,13653.65572379744,11100.533108778405
2016-05-01,6,Rent,8014.285714285715,8014.285714285715
2016-05-01,6,Utilities,928.39925351552,957.1126324902268
2016-05-01,6,Security,575.0076150347214,547.626300033068
2016-05-01,6,Stationery,312.1469910188487,281.2135054223862
2016-05-01,6,Marketing,2320.0114197346866,2343.4458785198854
2016-05-01,6,Other expenses,1656.5695576000307,1369.0657500826699
2016-06-01,6,Salary,9225.776405962497,10483.836824957381
2016-06-01,6,Rent,8014.285714285715,8014.285714285715
2016-06-01,6,Utilities,1059.3362084963996,868.3083676199997
2016-06-01,6,Security,486.9433857050793,463.7556054334089
2016-06-01,6,Stationery,292.8567312609271,276.27993515181805
2016-06-01,6,Marketing,2670.048230431499,2170.770919049999
2016-06-01,6,Other expenses,987.2074111406927,1134.7211622306813
2016-07-01,6,Salary,11637.058875702694,10483.836824957381
2016-07-01,6,Rent,8014.285714285715,8014.285714285715
2016-07-01,6,Utilities,996.3838518439495,976.8469135724996
2016-07-01,6,Security,547.626300033068,493.35702705681797
2016-07-01,6,Stationery,201.7336883635329,214.61030676971583
2016-07-01,6,Marketing,2782.5336326004535,2318.7780271670445
2016-07-01,6,Other expenses,1075.7649974973915,1097.71938520142
2016-08-01,6,Salary,13133.164060252495,10853.854595249995
2016-08-01,6,Rent,8014.285714285715,8014.285714285715
2016-08-01,6,Utilities,989.8715390867997,868.3083676199997
2016-08-01,6,Security,614.8708628209123,508.15773786852253
2016-08-01,6,Stationery,297.9383086396124,244.2117283931249
2016-08-01,6,Marketing,3205.833961815203,2812.1350542238624
2016-08-01,6,Other expenses,1144.8349812853462,1258.0604189948858
2016-09-01,6,Salary,13049.293365652833,14184.014527883515
2016-09-01,6,Rent,8014.285714285715,8014.285714285715
2016-09-01,6,Utilities,1046.410254387511,996.5811946547723
2016-09-01,6,Security,580.7798922512861,532.8255892213634
2016-09-01,6,Stationery,253.6348476099101,239.2781581225567
2016-09-01,6,Marketing,2103.181006343215,2417.449432578408
2016-09-01,6,Other expenses,1319.8533866337523,1073.051533848579
2016-10-01,6,Salary,11455.750168259314,10607.176081721587
2016-10-01,6,Rent,8014.285714285715,8014.285714285715
2016-10-01,6,Utilities,1149.3245302315631,1105.1197406072722
2016-10-01,6,Security,466.71574759574986,424.2870432688635
2016-10-01,6,Stationery,199.5875852958357,229.41101758142034
2016-10-01,6,Marketing,3319.0593995247427,2836.8029055767033
2016-10-01,6,Other expenses,1259.5404900760564,1134.7211622306813
2016-11-01,6,Salary,12208.119634520961,12087.247162892041
2016-11-01,6,Rent,8014.285714285715,8014.285714285715
2016-11-01,6,Utilities,1126.1367499598925,996.5811946547723
2016-11-01,6,Security,473.8694244880737,557.4934405742043
2016-11-01,6,Stationery,256.0276291911357,263.9460094753976
2016-11-01,6,Marketing,2279.309465002499,2590.1243920482943
2016-11-01,6,Other expenses,1558.514848472488,1332.0639730534085
2016-12-01,6,Salary,11880.037211528175,13813.996757590903
2016-12-01,6,Rent,8014.285714285715,8014.285714285715
2016-12-01,6,Utilities,1085.1881167141769,927.5112108668178
2016-12-01,6,Security,674.5670630947873,557.4934405742043
2016-12-01,6,Stationery,268.4108905702618,229.41101758142034
2016-12-01,6,Marketing,2151.529994994783,2195.43877040284
2016-12-01,6,Other expenses,1435.6689487353403,1196.3907906127836
2017-01-01,6,Salary,10408.599878331217,10730.515338485791
2017-01-01,6,Rent,8014.285714285715,8014.285714285715
2017-01-01,6,Utilities,790.1606145341997,897.9097892434088
2017-01-01,6,Security,438.49572564809984,434.15418380999984
2017-01-01,6,Stationery,281.53418748997314,249.14529866369307
2017-01-01,6,Marketing,2496.386556907499,2713.463648812499
2017-01-01,6,Other expenses,1065.6511784427269,1184.0568649363631
2017-02-01,6,Salary,8911.261301213774,10483.836824957381
2017-02-01,6,Rent,8014.285714285715,8014.285714285715
2017-02-01,6,Utilities,1085.3854595249995,868.3083676199997
2017-02-01,6,Security,507.2696952198202,522.958448680227
2017-02-01,6,Stationery,282.3975622873226,266.4127946106817
2017-02-01,6,Marketing,2943.861380448033,2516.1208379897716
2017-02-01,6,Other expenses,1317.5099407552325,1344.397898729829
2017-03-01,6,Salary,10730.515338485791,12333.92567642045
2017-03-01,6,Rent,8014.285714285715,8014.285714285715
2017-03-01,6,Utilities,1274.3412008877608,1036.0497568193177
2017-03-01,6,Security,394.88296445627714,453.8884648922725
2017-03-01,6,Stationery,314.51510474872146,251.61208379897718
2017-03-01,6,Marketing,2441.623926904192,2417.449432578408
2017-03-01,6,Other expenses,1076.7517115515052,1196.3907906127836
2017-04-01,6,Salary,13073.961217005677,13073.961217005677
2017-04-01,6,Rent,8014.285714285715,8014.285714285715
2017-04-01,6,Utilities,1139.0627040687814,1095.252600066136
2017-04-01,6,Security,486.35135727261115,458.8220351628407
2017-04-01,6,Stationery,233.9992379330488,251.61208379897718
2017-04-01,6,Marketing,2655.987555160379,2738.1315001653397
2017-04-01,6,Other expenses,1317.5099407552325,1344.397898729829
2017-05-01,6,Salary,12576.904012245932,12210.586419656243
2017-05-01,6,Rent,8014.285714285715,8014.285714285715
2017-05-01,6,Utilities,1112.0267389860676,966.9797730313632
2017-05-01,6,Security,593.8045177655862,503.22416759795436
2017-05-01,6,Stationery,263.2059739348124,271.3463648812499
2017-05-01,6,Marketing,2504.280269340408,2318.7780271670445
2017-05-01,6,Other expenses,1237.3394238584995,1085.3854595249995
2017-06-01,6,Salary,14774.809567784054,12210.586419656243
2017-06-01,6,Rent,8014.285714285715,8014.285714285715
2017-06-01,6,Utilities,958.8887177876314,848.574086537727
2017-06-01,6,Security,573.5275439535509,458.8220351628407
2017-06-01,6,Stationery,273.1717858813601,278.74672028710216
2017-06-01,6,Marketing,2391.7948671714535,2491.4529866369307
2017-06-01,6,Other expenses,922.5776405962496,1048.3836824957382
2017-07-01,6,Salary,12933.354464294483,12087.247162892041
2017-07-01,6,Rent,8014.285714285715,8014.285714285715
2017-07-01,6,Utilities,1292.9900965105085,1105.1197406072722
2017-07-01,6,Security,468.88651851479983,532.8255892213634
2017-07-01,6,Stationery,231.7791313112931,266.4127946106817
2017-07-01,6,Marketing,2464.565028662334,2540.7886893426125
2017-07-01,6,Other expenses,1165.5559764217326,1295.0621960241472
2017-08-01,6,Salary,16310.383314498402,14060.675271119313
2017-08-01,6,Rent,8014.285714285715,8014.285714285715
2017-08-01,6,Utilities,1075.518318983863,986.7140541136359
2017-08-01,6,Security,534.2563245998282,448.9548946217044
2017-08-01,6,Stationery,256.5456540695453,246.67851352840898
2017-08-01,6,Marketing,2679.915370972635,2392.781581225567
2017-08-01,6,Other expenses,1425.0617726536188,1307.3961217005676
2017-09-01,6,Salary,14492.362669794029,11593.890135835223
2017-09-01,6,Rent,8014.285714285715,8014.285714285715
2017-09-01,6,Utilities,890.410762432145,947.2454919490905
2017-09-01,6,Security,529.618768545494,557.4934405742043
2017-09-01,6,Stationery,246.5798421229976,241.7449432578408
2017-09-01,6,Marketing,3061.7737099146116,2639.4600947539757
2017-09-01,6,Other expenses,1293.335446429448,1319.7300473769878
2017-10-01,6,Salary,13838.664608943744,12580.60418994886
2017-10-01,6,Rent,8014.285714285715,8014.285714285715
2017-10-01,6,Utilities,772.597104370977,858.4412270788633
2017-10-01,6,Security,456.65126424379065,439.08775408056795
2017-10-01,6,Stationery,248.84928444745896,239.2781581225567
2017-10-01,6,Marketing,2523.521193395624,2294.1101758142036
2017-10-01,6,Other expenses,1399.407207246664,1147.0550879071018
2017-11-01,6,Salary,12203.186064250393,11963.907906127835
2017-11-01,6,Rent,8014.285714285715,8014.285714285715
2017-11-01,6,Utilities,849.8568148080747,976.8469135724996
2017-11-01,6,Security,501.7440965167839,557.4934405742043
2017-11-01,6,Stationery,267.1528301512669,234.34458785198854
2017-11-01,6,Marketing,2368.8537654133115,2392.781581225567
2017-11-01,6,Other expenses,1590.583055231181,1282.7282703477267
2017-12-01,6,Salary,13191.13351093167,11470.550879071017
2017-12-01,6,Rent,8014.285714285715,8014.285714285715
2017-12-01,6,Utilities,1140.0494181228948,1075.518318983863
2017-12-01,6,Security,373.37259807659984,434.15418380999984
2017-12-01,6,Stationery,220.2839125808692,234.34458785198854
2017-12-01,6,Marketing,1910.278408763999,2170.770919049999
2017-12-01,6,Other expenses,1541.124013268735,1295.0621960241472
2018-01-01,6,Salary,13054.226935923405,12087.247162892041
